Carlton,Richmond, 2.53 , 1.53 ,,,,,,,,,
St Kilda,Adelaide, 3.40 , 1.32 ,,0,,,,,,,
Richmond,Hawthorn, 1.55 , 2.44 ,,0,,,,,,,
Western Bulldogs,Essendon, 3.26 , 1.34 ,,0,,,,,,,
West Coast,Geelong, 1.84 , 1.95 ,,0,,,,,,,
Adelaide,Collingwood, 1.18 , 4.84 ,,0,,,,,,,
GWS Giants,Fremantle, 1.18 , 4.79 ,,0,,,,,,,
Richmond,Brisbane, 1.10 , 7.00 ,,0,,,,,,,
Western Bulldogs,Sydney, 3.63 , 1.28 ,,0,,,,,,,
North Melbourne,Carlton, 1.52 , 2.53 ,,0,,,,,,,
West Coast,Gold Coast, 1.16 , 5.12 ,,0,,,,,,,
Essendon,Port Adelaide, 2.23 , 1.65 ,,0,,,,,,,
Hawthorn,Melbourne, 2.14 , 1.70 ,,0,,,,,,,
Geelong,St Kilda, 1.27 , 3.74 ,,0,,,,,,,
Sydney,Adelaide, 1.25 , 3.94 ,,0,,,,,,,
St Kilda,GWS Giants, 3.29 , 1.33 ,,0,,,,,,,
Carlton,West Coast, 5.10 , 1.16 ,,0,,,,,,,
Port Adelaide,Geelong, 1.47 , 2.66 ,,0,,,,,,,
Fremantle,Western Bulldogs, 1.53 , 2.49 ,,0,,,,,,,
North Melbourne,Hawthorn, 2.50 , 1.53 ,,0,,,,,,,
Brisbane,Gold Coast, 1.71 , 2.12 ,,0,,,,,,,
Melbourne,Richmond, 2.54 , 1.51 ,,0,,,,,,,
Collingwood,Essendon, 1.73 , 2.10 ,,0,,,,,,,
Western Bulldogs,Carlton, 1.43 , 2.78 ,,0,,,,,,,
Geelong,Sydney, 1.45 , 2.74 ,,0,,,,,,,
North Melbourne,Port Adelaide, 2.17 , 1.68 ,,0,,,,,,,
GWS Giants,Brisbane, 1.11 , 6.43 ,,0,,,,,,,
Hawthorn,St Kilda, 1.47 , 2.66 ,,0,,,,,,,
Adelaide,Gold Coast, 1.08 , 7.54 ,,0,,,,,,,
Essendon,Melbourne, 2.10 , 1.73 ,,0,,,,,,,
Collingwood,Richmond, 2.68 , 1.46 ,,0,,,,,,,
Fremantle,West Coast, 2.27 , 1.63 ,,0,,,,,,,
Geelong,GWS Giants, 1.39 , 3.05 ,,0,,,,,,,
Western Bulldogs,Gold Coast, 1.22 , 4.21 ,,0,,,,,,,
Essendon,Hawthorn, 2.60 , 1.50 ,,0,,,,,,,
West Coast,Port Adelaide, 1.78 , 2.04 ,,0,,,,,,,
Sydney,North Melbourne, 1.22 , 4.28 ,,0,,,,,,,
Adelaide,Carlton, 1.03 , 11.76 ,,0,,,,,,,
Richmond,Fremantle, 1.13 , 6.04 ,,0,,,,,,,
St Kilda,Melbourne, 2.89 , 1.41 ,,0,,,,,,,
Brisbane,Collingwood, 3.37 , 1.32 ,,0,,,,,,,
Hawthorn,Sydney, 1.57 , 2.40 ,,0,,,,,,,
GWS Giants,West Coast, 1.49 , 2.61 ,,0,,,,,,,
Carlton,Essendon, 2.92 , 1.40 ,,0,,,,,,,
Gold Coast,Melbourne, 3.71 , 1.28 ,,0,,,,,,,
Port Adelaide,Adelaide, 2.13 , 1.71 ,,0,,,,,,,
Western Bulldogs,Brisbane, 1.41 , 2.89 ,,0,,,,,,,
Fremantle,St Kilda, 1.45 , 2.78 ,,0,,,,,,,
North Melbourne,Richmond, 3.57 , 1.29 ,,0,,,,,,,
Collingwood,Geelong, 2.30 , 1.62 ,,0,,,,,,,
Adelaide,Western Bulldogs, 1.30 , 3.52 ,,0,,,,,,,
North Melbourne,GWS Giants, 1.46 , 2.74 ,,0,,,,,,,
Gold Coast,Port Adelaide, 7.26 , 1.10 ,,0,,,,,,,
Essendon,Geelong, 4.94 , 1.18 ,,0,,,,,,,
Sydney,Fremantle, 1.17 , 5.13 ,,0,,,,,,,
St Kilda,Collingwood, 3.84 , 1.27 ,,0,,,,,,,
Carlton,Melbourne, 6.16 , 1.13 ,,0,,,,,,,
Brisbane,Hawthorn, 2.93 , 1.41 ,,0,,,,,,,
West Coast,Richmond, 1.92 , 1.89 ,,0,,,,,,,
Collingwood,Western Bulldogs, 1.39 , 3.00 ,,0,,,,,,,
Richmond,St Kilda, 1.10 , 7.06 ,,0,,,,,,,
Brisbane,Sydney, 3.22 , 1.35 ,,0,,,,,,,
Geelong,Carlton, 1.07 , 8.86 ,,0,,,,,,,
GWS Giants,Essendon, 1.38 , 3.02 ,,0,,,,,,,
Hawthorn,West Coast, 2.14 , 1.71 ,,0,,,,,,,
Melbourne,Adelaide, 1.68 , 2.19 ,,0,,,,,,,
Fremantle,North Melbourne, 1.88 , 1.91 ,,0,,,,,,,
Sydney,Carlton, 1.05 , 9.99 ,,0,,,,,,,
Western Bulldogs,Melbourne, 5.36 , 1.16 ,,0,,,,,,,
Hawthorn,Port Adelaide, 1.98 , 1.81 ,,0,,,,,,,
Gold Coast,Geelong, 3.38 , 1.32 ,,0,,,,,,,
Essendon,Richmond, 3.17 , 1.36 ,,0,,,,,,,
West Coast,St Kilda, 1.04 , 11.02 ,,0,,,,,,,
North Melbourne,Brisbane, 1.23 , 4.19 ,,0,,,,,,,
Collingwood,Fremantle, 1.13 , 6.13 ,,0,,,,,,,
Adelaide,GWS Giants, 1.30 , 3.55 ,,0,,,,,,,
Port Adelaide,Richmond, 1.67 , 2.19 ,,0,,,,,,,
Geelong,North Melbourne, 1.43 , 2.81 ,,0,,,,,,,
GWS Giants,Gold Coast, 1.06 , 9.35 ,,0,,,,,,,
St Kilda,Sydney, 4.46 , 1.20 ,,0,,,,,,,
Brisbane,Essendon, 2.13 , 1.71 ,,0,,,,,,,
Fremantle,Adelaide, 3.61 , 1.28 ,,0,,,,,,,
Melbourne,Collingwood, 1.52 , 2.53 ,,0,,,,,,,
Port Adelaide,Western Bulldogs, 1.10 , 6.94 ,,0,,,,,,,
Sydney,West Coast, 1.49 , 2.63 ,,0,,,,,,,
Carlton,Fremantle, 2.09 , 1.74 ,,0,,,,,,,
Gold Coast,St Kilda, 2.46 , 1.55 ,,0,,,,,,,
Hawthorn,Adelaide, 1.41 , 2.90 ,,0,,,,,,,
Geelong,Richmond, 2.39 , 1.58 ,,0,,,,,,,
West Coast,Essendon, 1.32 , 3.41 ,,0,,,,,,,
Port Adelaide,Melbourne, 1.66 , 2.22 ,,0,,,,,,,
Hawthorn,Gold Coast, 1.04 , 11.21 ,,0,,,,,,,
Brisbane,GWS Giants, 3.46 , 1.31 ,,0,,,,,,,
Western Bulldogs,North Melbourne, 3.85 , 1.26 ,,0,,,,,,,
Collingwood,Carlton, 1.06 , 9.25 ,,0,,,,,,,
Richmond,Sydney, 1.53 , 2.50 ,,0,,,,,,,
Western Bulldogs,Geelong, 5.18 , 1.16 ,,0,,,,,,,
Carlton,Port Adelaide, 6.39 , 1.11 ,,0,,,,,,,
Adelaide,West Coast, 1.45 , 2.72 ,,0,,,,,,,
Gold Coast,Collingwood, 7.17 , 1.09 ,,0,,,,,,,
GWS Giants,Hawthorn, 1.55 , 2.43 ,,0,,,,,,,
Melbourne,St Kilda, 1.11 , 6.27 ,,0,,,,,,,
Essendon,North Melbourne, 1.94 , 1.85 ,,0,,,,,,,
Fremantle,Brisbane, 1.28 , 3.62 ,,0,,,,,,,
Sydney,Geelong, 1.67 , 2.18 ,,0,,,,,,,
Richmond,Adelaide, 1.23 , 4.02 ,,0,,,,,,,
Brisbane,Carlton, 1.31 , 3.42 ,,0,,,,,,,
Port Adelaide,St Kilda, 1.10 , 6.35 ,,0,,,,,,,
Western Bulldogs,Hawthorn, 2.87 , 1.40 ,,0,,,,,,,
Melbourne,Fremantle, 1.08 , 7.43 ,,0,,,,,,,
North Melbourne,Gold Coast, 1.07 , 8.10 ,,0,,,,,,,
Essendon,Collingwood, 2.32 , 1.59 ,,0,,,,,,,
West Coast,GWS Giants, 1.60 , 2.29 ,,0,,,,,,,
Adelaide,Geelong, 1.98 , 1.82 ,,0,,,,,,,
St Kilda,Carlton, 1.30 , 3.51 ,,0,,,,,,,
Hawthorn,Brisbane, 1.22 , 4.24 ,,0,,,,,,,
Melbourne,Western Bulldogs, 1.11 , 6.40 ,,0,,,,,,,
Gold Coast,Essendon, 4.01 , 1.24 ,,0,,,,,,,
GWS Giants,Richmond, 2.53 , 1.52 ,,0,,,,,,,
Collingwood,West Coast, 1.50 , 2.56 ,,0,,,,,,,
North Melbourne,Sydney, 1.87 , 1.91 ,,0,,,,,,,
Fremantle,Port Adelaide, 4.89 , 1.18 ,,0,,,,,,,
St Kilda,Richmond, 5.23 , 1.15 ,,0,,,,,,,
Collingwood,North Melbourne, 1.47 , 2.62 ,,0,,,,,,,
Sydney,Gold Coast, 1.02 , 12.27 ,,0,,,,,,,
Essendon,Fremantle, 1.11 , 6.07 ,,0,,,,,,,
Brisbane,Adelaide, 2.27 , 1.62 ,,0,,,,,,,
Geelong,Melbourne, 1.50 , 2.55 ,,0,,,,,,,
Carlton,Hawthorn, 5.47 , 1.14 ,,0,,,,,,,
West Coast,Western Bulldogs, 1.12 , 5.94 ,,0,,,,,,,
Port Adelaide,GWS Giants, 1.59 , 2.32 ,,0,,,,,,,
Essendon,Sydney, 1.67 , 2.17 ,,0,,,,,,,
Richmond,Collingwood, 1.35 , 3.19 ,,0,,,,,,,
Geelong,Brisbane, 1.17 , 4.95 ,,0,,,,,,,
GWS Giants,St Kilda, 1.12 , 6.12 ,,0,,,,,,,
Gold Coast,Carlton, 1.33 , 3.27 ,,0,,,,,,,
Adelaide,Melbourne, 1.69 , 2.15 ,,0,,,,,,,
North Melbourne,West Coast, 1.68 , 2.16 ,,0,,,,,,,
Western Bulldogs,Port Adelaide, 3.54 , 1.29 ,,0,,,,,,,
Fremantle,Hawthorn, 3.00 , 1.38 ,,0,,,,,,,
Richmond,Geelong, 1.40 , 2.87 ,,0,,,,,,,
Hawthorn,Essendon, 2.04 , 1.75 ,,0,,,,,,,
Brisbane,North Melbourne, 1.71 , 2.10 ,,0,,,,,,,
Adelaide,Port Adelaide, 2.02 , 1.77 ,,0,,,,,,,
St Kilda,Western Bulldogs, 1.56 , 2.39 ,,0,,,,,,,
Sydney,Collingwood, 1.64 , 2.22 ,,0,,,,,,,
Carlton,GWS Giants, 7.71 , 1.07 ,,0,,,,,,,
Melbourne,Gold Coast, 1.02 , 11.97 ,,0,,,,,,,
West Coast,Fremantle, 1.16 , 5.12 ,,0,,,,,,,
Essendon,St Kilda, 1.18 , 4.69 ,,0,,,,,,,
Hawthorn,Geelong, 2.51 , 1.51 ,,0,,,,,,,
Gold Coast,Richmond, 12.48 , 1.02 ,,0,,,,,,,
Port Adelaide,West Coast, 1.39 , 2.95 ,,0,,,,,,,
Collingwood,Brisbane, 1.25 , 3.93 ,,0,,,,,,,
GWS Giants,Adelaide, 1.47 , 2.64 ,,0,,,,,,,
North Melbourne,Western Bulldogs, 1.29 , 3.51 ,,0,,,,,,,
Melbourne,Sydney, 1.34 , 3.21 ,,0,,,,,,,
Fremantle,Carlton, 1.26 , 3.82 ,,0,,,,,,,
Richmond,Essendon, 1.47 , 2.67 ,,0,,,,,,,
Collingwood,Port Adelaide, 1.44 , 2.73 ,,0,,,,,,,
Geelong,Fremantle, 1.05 , 9.40 ,,0,,,,,,,
GWS Giants,Sydney, 1.73 , 2.09 ,,0,,,,,,,
Gold Coast,Brisbane, 4.19 , 1.22 ,,0,,,,,,,
St Kilda,Hawthorn, 5.10 , 1.16 ,,0,,,,,,,
Carlton,Western Bulldogs, 4.27 , 1.21 ,,0,,,,,,,
West Coast,Melbourne, 1.70 , 2.12 ,,0,,,,,,,
Adelaide,North Melbourne, 1.36 , 3.09 ,,0,,,,,,,
Port Adelaide,Essendon, 1.60 , 2.30 ,,0,,,,,,,
Carlton,Adelaide, 5.25 , 1.14 ,,0,,,,,,,
Geelong,Gold Coast, 1.01 , 14.79 ,,0,,,,,,,
Richmond,Western Bulldogs, 1.09 , 6.89 ,,0,,,,,,,
Sydney,Hawthorn, 2.04 , 1.80 ,,0,,,,,,,
Brisbane,West Coast, 2.20 , 1.66 ,,0,,,,,,,
St Kilda,North Melbourne, 3.15 , 1.35 ,,0,,,,,,,
Melbourne,GWS Giants, 1.45 , 2.68 ,,0,,,,,,,
Fremantle,Collingwood, 5.15 , 1.15 ,,0,,,,,,,
Richmond,Hawthorn, 1.43 , 2.82 ,,0,,,,,,,
West Coast,Collingwood, 1.61 , 2.31 ,,0,,,,,,,
Melbourne,Geelong, 1.81 , 1.98 ,,0,,,,,,,
Sydney,GWS Giants, 1.94 , 1.86 ,,0,,,,,,,
Collingwood,GWS Giants, 1.57 , 2.41 ,,0,,,,,,,
Hawthorn,Melbourne, 2.83 , 1.43 ,,0,,,,,,,
Richmond,Collingwood, 1.39 , 2.98 ,,0,,,,,,,
West Coast,Melbourne, 1.76 , 2.06 ,,0,,,,,,,
West Coast,Collingwood, 2.24 , 1.67 ,,0,,,,,,,
Carlton,Richmond, 6.46 , 1.11 ,,0,,,,,,,
Collingwood,Geelong, 1.55 , 2.48 ,,0,,,,,,,
Melbourne,Port Adelaide, 1.19 , 4.76 ,,0,,,,,,,
Adelaide,Hawthorn, 1.29 , 3.64 ,,0,,,,,,,
Western Bulldogs,Sydney, 2.52 , 1.52 ,,0,,,,,,,
Brisbane,West Coast, 2.09 , 1.74 ,,0,,,,,,,
St Kilda,Gold Coast, 1.23 , 4.15 ,,0,,,,,,,
GWS Giants,Essendon, 1.77 , 2.07 ,,0,,,,,,,
Fremantle,North Melbourne, 2.08 , 1.75 ,,0,,,,,,,
Richmond,Collingwood, 1.90 , 1.91 ,,0,,,,,,,
Sydney,Adelaide, 1.77 , 2.05 ,,0,,,,,,,
Essendon,St Kilda, 1.36 , 3.21 ,,0,,,,,,,
Port Adelaide,Carlton, 1.18 , 4.96 ,,0,,,,,,,
Geelong,Melbourne, 1.57 , 2.41 ,,0,,,,,,,
West Coast,GWS Giants, 1.48 , 2.68 ,,0,,,,,,,
North Melbourne,Brisbane, 1.81 , 2.00 ,,0,,,,,,,
Hawthorn,Western Bulldogs, 1.40 , 2.96 ,,0,,,,,,,
Gold Coast,Fremantle, 3.02 , 1.39 ,,0,,,,,,,
Adelaide,Geelong, 2.04 , 1.78 ,,0,,,,,,,
Melbourne,Essendon, 1.45 , 2.78 ,,0,,,,,,,
Carlton,Sydney, 2.73 , 1.46 ,,0,,,,,,,
GWS Giants,Richmond, 1.53 , 2.54 ,,0,,,,,,,
Brisbane,Port Adelaide, 1.60 , 2.33 ,,0,,,,,,,
Collingwood,West Coast, 1.38 , 3.05 ,,0,,,,,,,
Western Bulldogs,Gold Coast, 1.19 , 4.75 ,,0,,,,,,,
Hawthorn,North Melbourne, 1.51 , 2.57 ,,0,,,,,,,
Fremantle,St Kilda, 1.37 , 3.10 ,,0,,,,,,,
Sydney,Melbourne, 1.71 , 2.13 ,,0,,,,,,,
Collingwood,Western Bulldogs, 1.28 , 3.68 ,,0,,,,,,,
Geelong,GWS Giants, 1.43 , 2.79 ,,0,,,,,,,
Essendon,Brisbane, 1.75 , 2.07 ,,0,,,,,,,
Port Adelaide,Richmond, 1.29 , 3.60 ,,0,,,,,,,
North Melbourne,Adelaide, 1.84 , 1.95 ,,0,,,,,,,
West Coast,Fremantle, 1.12 , 6.03 ,,0,,,,,,,
Gold Coast,Carlton, 1.71 , 2.13 ,,0,,,,,,,
St Kilda,Hawthorn, 2.64 , 1.47 ,,0,,,,,,,
Brisbane,Collingwood, 2.25 , 1.64 ,,0,,,,,,,
North Melbourne,Essendon, 2.19 , 1.67 ,,0,,,,,,,
West Coast,Port Adelaide, 1.25 , 3.89 ,,0,,,,,,,
GWS Giants,Fremantle, 1.14 , 5.57 ,,0,,,,,,,
Melbourne,St Kilda, 1.42 , 2.88 ,,0,,,,,,,
Richmond,Sydney, 1.45 , 2.75 ,,0,,,,,,,
Western Bulldogs,Carlton, 1.36 , 3.14 ,,0,,,,,,,
Adelaide,Gold Coast, 1.18 , 4.82 ,,0,,,,,,,
Hawthorn,Geelong, 2.65 , 1.48 ,,0,,,,,,,
Richmond,Melbourne, 1.48 , 2.64 ,,0,,,,,,,
Essendon,Collingwood, 2.53 , 1.52 ,,0,,,,,,,
Port Adelaide,North Melbourne, 1.25 , 3.99 ,,0,,,,,,,
Gold Coast,Brisbane, 2.91 , 1.40 ,,0,,,,,,,
St Kilda,Adelaide, 1.80 , 2.01 ,,0,,,,,,,
Sydney,GWS Giants, 2.97 , 1.39 ,,0,,,,,,,
Fremantle,Western Bulldogs, 1.42 , 2.84 ,,0,,,,,,,
Hawthorn,Carlton, 1.31 , 3.36 ,,0,,,,,,,
Geelong,West Coast, 1.31 , 3.40 ,,0,,,,,,,
Collingwood,Port Adelaide, 1.31 , 3.47 ,,0,,,,,,,
Melbourne,Hawthorn, 2.18 , 1.68 ,,0,,,,,,,
GWS Giants,St Kilda, 1.27 , 3.74 ,,0,,,,,,,
Brisbane,Sydney, 1.39 , 2.97 ,,0,,,,,,,
Western Bulldogs,Richmond, 2.85 , 1.42 ,,0,,,,,,,
West Coast,Gold Coast, 1.06 , 9.05 ,,0,,,,,,,
Carlton,North Melbourne, 2.56 , 1.50 ,,0,,,,,,,
Geelong,Essendon, 1.62 , 2.29 ,,0,,,,,,,
Adelaide,Fremantle, 1.32 , 3.38 ,,0,,,,,,,
Sydney,Essendon, 2.70 , 1.46 ,,0,,,,,,,
Western Bulldogs,Brisbane, 1.65 , 2.22 ,,0,,,,,,,
Carlton,Collingwood, 6.56 , 1.11 ,,0,,,,,,,
Gold Coast,Melbourne, 3.00 , 1.38 ,,0,,,,,,,
St Kilda,West Coast, 2.03 , 1.78 ,,0,,,,,,,
Port Adelaide,Adelaide, 2.27 , 1.62 ,,0,,,,,,,
North Melbourne,Geelong, 3.72 , 1.27 ,,0,,,,,,,
Hawthorn,GWS Giants, 2.32 , 1.61 ,,0,,,,,,,
Fremantle,Richmond, 1.60 , 2.32 ,,0,,,,,,,
West Coast,Melbourne, 1.27 , 3.72 ,,0,,,,,,,
Collingwood,St Kilda, 1.23 , 4.09 ,,0,,,,,,,
Brisbane,Adelaide, 1.73 , 2.08 ,,0,,,,,,,
Geelong,Western Bulldogs, 1.20 , 4.53 ,,0,,,,,,,
Essendon,Fremantle, 1.44 , 2.78 ,,0,,,,,,,
North Melbourne,Sydney, 1.41 , 2.93 ,,0,,,,,,,
Port Adelaide,Gold Coast, 1.20 , 4.52 ,,0,,,,,,,
Richmond,Hawthorn, 1.74 , 2.07 ,,0,,,,,,,
GWS Giants,Carlton, 1.10 , 6.73 ,,0,,,,,,,
Sydney,Collingwood, 2.77 , 1.44 ,,0,,,,,,,
Hawthorn,Port Adelaide, 1.70 , 2.14 ,,0,,,,,,,
Western Bulldogs,North Melbourne, 1.60 , 2.31 ,,0,,,,,,,
Adelaide,West Coast, 1.55 , 2.43 ,,0,,,,,,,
Gold Coast,Geelong, 6.24 , 1.12 ,,0,,,,,,,
Richmond,Essendon, 1.63 , 2.26 ,,0,,,,,,,
Melbourne,GWS Giants, 2.48 , 1.54 ,,0,,,,,,,
St Kilda,Carlton, 1.50 , 2.57 ,,0,,,,,,,
Fremantle,Brisbane, 1.68 , 2.17 ,,0,,,,,,,
North Melbourne,Richmond, 3.01 , 1.38 ,,0,,,,,,,
Collingwood,Fremantle, 1.15 , 5.42 ,,0,,,,,,,
GWS Giants,Gold Coast, 1.04 , 10.71 ,,0,,,,,,,
Geelong,Sydney, 1.16 , 5.15 ,,0,,,,,,,
Brisbane,Hawthorn, 1.63 , 2.26 ,,0,,,,,,,
Melbourne,Adelaide, 2.40 , 1.56 ,,0,,,,,,,
St Kilda,Port Adelaide, 3.17 , 1.35 ,,0,,,,,,,
Essendon,Carlton, 1.41 , 2.87 ,,0,,,,,,,
West Coast,Western Bulldogs, 1.23 , 4.14 ,,0,,,,,,,
Richmond,Geelong, 2.91 , 1.41 ,,0,,,,,,,
Carlton,Brisbane, 2.80 , 1.43 ,,0,,,,,,,
Gold Coast,North Melbourne, 3.17 , 1.35 ,,0,,,,,,,
Adelaide,GWS Giants, 1.86 , 1.93 ,,0,,,,,,,
Sydney,West Coast, 1.88 , 1.90 ,,0,,,,,,,
Collingwood,Melbourne, 1.43 , 2.80 ,,0,,,,,,,
Adelaide,Richmond, 1.21 , 4.48 ,,0,,,,,,,
Essendon,Hawthorn, 1.66 , 2.21 ,,0,,,,,,,
Gold Coast,St Kilda, 2.47 , 1.54 ,,0,,,,,,,
Fremantle,Port Adelaide, 1.82 , 1.98 ,,0,,,,,,,
Carlton,Western Bulldogs, 2.62 , 1.49 ,,0,,,,,,,
North Melbourne,GWS Giants, 2.54 , 1.51 ,,0,,,,,,,
West Coast,Essendon, 1.38 , 3.01 ,,0,,,,,,,
Sydney,Hawthorn, 1.51 , 2.54 ,,0,,,,,,,
Melbourne,Fremantle, 1.57 , 2.38 ,,0,,,,,,,
St Kilda,Brisbane, 2.13 , 1.70 ,,0,,,,,,,
Port Adelaide,Geelong, 2.71 , 1.45 ,,0,,,,,,,
Western Bulldogs,Collingwood, 3.56 , 1.29 ,,0,,,,,,,
Essendon,GWS Giants, 2.25 , 1.63 ,,0,,,,,,,
Geelong,Adelaide, 1.25 , 3.94 ,,0,,,,,,,
Hawthorn,West Coast, 2.14 , 1.70 ,,0,,,,,,,
Sydney,Gold Coast, 1.13 , 5.67 ,,0,,,,,,,
Collingwood,North Melbourne, 1.33 , 3.25 ,,0,,,,,,,
Port Adelaide,Western Bulldogs, 1.31 , 3.42 ,,0,,,,,,,
St Kilda,Richmond, 3.33 , 1.33 ,,0,,,,,,,
Brisbane,Melbourne, 1.51 , 2.54 ,,0,,,,,,,
Fremantle,Carlton, 1.15 , 5.57 ,,0,,,,,,,
Hawthorn,Collingwood, 2.65 , 1.47 ,,0,,,,,,,
Essendon,Sydney, 1.51 , 2.54 ,,0,,,,,,,
Gold Coast,Richmond, 4.57 , 1.19 ,,0,,,,,,,
Adelaide,Port Adelaide, 1.66 , 2.21 ,,0,,,,,,,
Western Bulldogs,Geelong, 3.66 , 1.28 ,,0,,,,,,,
Fremantle,West Coast, 2.77 , 1.44 ,,0,,,,,,,
Carlton,Melbourne, 2.92 , 1.40 ,,0,,,,,,,
North Melbourne,St Kilda, 1.28 , 3.68 ,,0,,,,,,,
GWS Giants,Brisbane, 1.36 , 3.12 ,,0,,,,,,,
West Coast,Collingwood, 1.25 , 3.86 ,,0,,,,,,,
Sydney,Carlton, 1.27 , 3.70 ,,0,,,,,,,
Hawthorn,Fremantle, 1.43 , 2.83 ,,0,,,,,,,
Essendon,North Melbourne, 1.98 , 1.81 ,,0,,,,,,,
